filename,my_label,focus,illumMean,illumStd,fovArea
000c1434d8d7.png,gradable,31.9218439779806,57.4515317537407,12.4452258808597,0.699058532714844
00a8624548a9.png,gradable,32.6632152530895,80.0078730276511,12.3940161716583,0.699172973632812
00cb6555d108.png,borderline,25.9422810067649,60.1746355280331,12.6356258193308,0.686855316162109
00cc2b75cddd.png,gradable,35.203729030216,79.528292988113,17.3757420328939,0.792655944824219
00e4ddff966a.png,ungradable,60.4208896334233,116.344055788626,15.3738218179082,0.686511993408203
00f6c1be5a33.png,gradable,35.9956200672056,80.7766348698322,13.9296699234589,0.791408538818359
0a4e1a29ffff.png,borderline,37.8105075220628,82.4630054239444,17.2850765518419,0.791923522949219
0a09aa7356c0.png,ungradable,9.98935248513578,54.2013323916876,17.3770488990039,0.685985565185547
0a9ec1e99ce4.png,gradable,14.8430917981803,59.4513907784917,22.7703796404256,0.686946868896484
0a38b552372d.png,borderline,47.2490639063355,93.3096730597809,16.7644985837545,0.795982360839844
0a61bddab956.png,gradable,44.2789073257438,90.7502957922511,14.9023141662124,0.686740875244141
0a74c92e287c.png,ungradable,28.6739895777027,40.8644710520694,13.8323674215672,0.785659790039062
0a85a1e8f9e9.png,gradable,33.229994533059,79.4142454508141,26.9878459200964,0.697040557861328
0a902c80d5da.png,borderline,32.4065770143607,75.7618229379155,13.1025168995013,0.794773101806641
0a3202889f4d.png,gradable,28.291304084919,54.816301703163,10.2323996172803,0.686714172363281
0a1076183736.png,ungradable,23.9593013023756,50.4939913079165,14.1171802454581,0.725013732910156
0ac436400db4.png,gradable,17.5405182845434,48.424025169643,16.0774733987172,0.695960998535156
0ad7f631dedb.png,borderline,40.434636279673,76.816271506796,13.6992500666149,0.686206817626953
0ada12c0e78f.png,ungradable,23.1940452182995,65.6510633572103,37.5289091182179,0.686988830566406
0ae2dd2e09ea.png,gradable,31.6632772236161,84.2250411291021,13.1435055589702,0.793006896972656
0afbeeef0ff7.png,gradable,35.3204600704565,69.1897448493079,12.1450854368211,0.792091369628906
0afdfe5f422c.png,gradable,32.876535568976,93.0859151930731,12.5095488843313,0.698734283447266
0b00f8a77510.png,borderline,13.0003790770375,29.590028781088,15.0669258927579,0.69451904296875
0b2ea8f268cf.png,gradable,18.1024543962725,42.0515733977703,16.6022799137813,0.694618225097656
0b3efe669365.png,gradable,21.3439539033547,39.4488195468301,19.2965138461192,0.78656005859375
0b8bdec9d869.png,borderline,40.1355555695103,91.5833617439924,17.8654018108052,0.783241271972656
0b64a0a06f9a.png,borderline,18.8555553525174,46.5808097450599,24.8756104337117,0.694587707519531
0babc12807b2.png,gradable,25.1174557020697,61.6503129203304,8.59989889250719,0.686332702636719
0bf37ca3156a.png,borderline,12.2637652039039,55.6204578214754,18.032306858908,0.709243774414062
0c2e2369dfff.png,borderline,101.286378264751,96.5973196372683,24.9535558891554,0.713024139404297
0c7e82daf5a0.png,ungradable,17.5856666863161,55.5940558252693,15.8477031706636,0.696174621582031
0c43c79e8cfb.png,ungradable,25.1986109243314,64.8253074282667,24.2991354672309,0.686805725097656
0c55d58bebaf.png,gradable,28.6408796089623,67.9098711492068,13.8154422245002,0.686256408691406
0c76fd494af6.png,gradable,34.8133128001932,83.4761234499201,13.6189859896281,0.699222564697266
0c917c372572.png,borderline,50.707275156653,104.902628610798,19.8693740334904,0.686573028564453
0c38940e1f80.png,borderline,32.334748339013,71.6032893170099,11.0462810710678,0.784900665283203
0ca0aee4d57e.png,ungradable,13.2268067952229,52.5649370219783,12.4509245567475,0.670833587646484
0cae727cf119.png,gradable,39.0582053948686,89.2296408798226,16.8565114907628,0.786159515380859
0cb6b898389f.png,borderline,39.468699713854,93.9130066989389,24.2001031032244,0.780143737792969
0cb14014117d.png,ungradable,18.1126011518111,62.3098732106339,10.3132545705943,0.699520111083984
0cbcc7b23613.png,ungradable,6.60983803651562,51.0379126623954,20.1171341388616,0.6859130859375
0cd31078cd08.png,borderline,43.319183755078,87.009568379201,36.8809203023368,0.785793304443359
0ce062f26edc.png,borderline,40.343729736373,56.3483938666418,34.5713349196453,0.694355010986328
0ceb222f6629.png,borderline,42.1500869101175,80.4629825224584,19.6772534297294,0.68621826171875
0cecc2864b7f.png,gradable,15.8306831580905,39.1890939044481,19.0250839787139,0.694656372070312
0d0a21fd354f.png,ungradable,8.89626103417448,43.1997417875646,9.82553877418113,0.685489654541016
0d0b8fc9ab5c.png,borderline,50.9648343504505,75.1340885794927,41.3054521792437,0.785251617431641
0d9a9896f801.png,gradable,37.3506538434668,74.1649063098067,17.4830861739904,0.791316986083984
0d310aba6373.png,ungradable,19.4700049294401,71.4387835040009,20.7861864404076,0.681724548339844
0d744aed4d64.png,borderline,39.6381277515753,94.7761002418537,15.2508398253354,0.793369293212891
